   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.62316,             0.51472,             0.51292,             0.20969,            0.040775,            0.044264,           0.0074201,             0.01431,              0.1021,             0.89956,             0.00063,              2.8302,                0.95,             0.12048,             0.04745,             0.34798,              1.1024,              1.3393,             0.80665,                 0.2,              5.3215,                   0,             0.01194,             0.44921,              0.4611,                   0,              0.0943,             0.49595,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8789
             0.60677,             0.49792,             0.47981,              0.1904,            0.044786,            0.041117,           0.0083906,             0.01259,             0.10639,             0.86822,             0.00045,              3.5546,             0.89177,             0.10944,             0.05005,             0.35338,              1.0744,              1.3225,             0.76742,                 0.2,               5.003,                   0,             0.01227,             0.47551,              0.4178,                   0,             0.10022,             0.57571,                   0,                   0,                   0,                 0.5,             0.80374,                   0,                   0,              2.8485
             0.65317,             0.46375,             0.49666,             0.20775,             0.05208,            0.024812,           0.0088722,             0.01285,             0.09062,             0.86502,             0.00064,              3.4612,                0.95,             0.14153,             0.06197,             0.41836,             0.99864,             0.94214,             0.68481,                 0.2,              4.5239,                   0,             0.01169,              0.4658,             0.45458,                   0,             0.18191,              0.1811,                   0,                   0,                   0,                 0.5,             0.94537,                   0,                   0,              2.4213
             0.65329,             0.50303,             0.50845,             0.20097,            0.055718,            0.032702,           0.0094098,             0.01498,             0.08509,             0.86547,             0.00054,              4.2077,             0.88313,             0.15556,             0.06243,             0.34411,              1.0628,              1.0776,             0.73243,                 0.2,              5.1924,                   0,             0.01526,             0.40683,             0.40275,                   0,             0.14085,             0.38213,                   0,                   0,                   0,                 0.5,              0.8908,                   0,                   0,              3.1429
             0.64189,              0.4821,             0.51645,             0.21431,            0.041734,             0.04496,           0.0082005,             0.01423,             0.09796,             0.88054,             0.00071,               3.944,                0.95,             0.11629,              0.0463,             0.41195,              0.9514,              1.3512,             0.79842,                 0.2,              5.9085,                   0,             0.01215,             0.51472,             0.32837,                   0,             0.13892,             0.44066,                   0,                   0,                   0,                 0.5,             0.64853,                   0,                   0,              3.1429
             0.64523,             0.46769,             0.48978,             0.19792,            0.051039,            0.043394,            0.008021,             0.01381,             0.11324,             0.89491,             0.00059,              3.2501,             0.85558,             0.12213,             0.05696,             0.33023,              1.0381,               1.401,             0.72761,                 0.2,                5.75,                   0,              0.0117,             0.47054,              0.4178,                   0,             0.09655,             0.49343,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.2902
             0.62381,             0.48833,             0.46961,             0.18839,            0.045878,             0.04165,            0.012641,             0.01423,             0.10207,             0.86912,             0.00075,              4.0854,              0.9317,             0.11736,             0.05308,             0.35114,             0.79576,              1.3199,             0.79842,                 0.2,              4.8482,                   0,             0.01359,              0.4344,             0.42922,                   0,             0.14333,             0.44509,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.6478
              0.6418,             0.49307,             0.51141,             0.20095,            0.047386,            0.044216,           0.0086215,             0.01396,             0.10295,             0.85637,             0.00055,              4.0287,             0.93006,             0.13571,             0.05422,             0.37433,              0.7522,               1.381,             0.79842,                 0.2,              4.9192,                   0,             0.01216,                 0.4,             0.40784,                   0,             0.16251,             0.54071,                   0,                   0,                   0,                 0.5,             0.93171,                   0,                   0,              3.1429
             0.63138,             0.51078,             0.52325,             0.21882,            0.041482,            0.039858,           0.0075281,              0.0146,             0.09757,             0.87628,             0.00064,              3.9053,                0.95,             0.12302,             0.04779,             0.33297,             0.87182,              1.3024,             0.74501,                 0.2,              5.1445,                   0,             0.01492,             0.42766,             0.40779,                   0,             0.14597,             0.44627,                   0,                   0,                   0,                 0.5,             0.85372,                   0,                   0,              2.6518
             0.69776,             0.47308,             0.51821,             0.20976,            0.040332,            0.053966,           0.0085524,             0.01998,             0.07801,             0.85258,             0.00076,              3.3638,             0.83747,             0.11151,             0.04579,             0.34596,              0.9514,              1.6637,             0.78623,                 0.2,              5.9085,                   0,             0.01215,             0.59955,              0.3451,                   0,             0.14461,             0.39071,                   0,                   0,                   0,                 0.5,             0.64853,                   0,                   0,              4.3203
             0.58459,             0.38242,             0.39368,             0.17053,            0.049106,            0.042459,             0.01355,             0.01423,             0.10207,             0.90253,             0.00041,              4.4251,                0.95,             0.12964,             0.05356,             0.23865,             0.98091,              1.2843,             0.76034,                 0.2,              6.7641,                   0,             0.01576,             0.39854,             0.30826,                   0,             0.14085,             0.43643,                   0,                   0,                   0,                 0.5,             0.87121,                   0,                   0,              3.8114
             0.64924,             0.45841,             0.50165,             0.20809,            0.040901,            0.042322,           0.0075035,             0.01423,             0.09476,             0.88054,              0.0009,              3.4185,                0.95,             0.10838,              0.0463,             0.40469,             0.91998,              1.3064,             0.71715,                 0.2,              7.1356,                   0,             0.01215,             0.55281,             0.32639,                   0,             0.13111,             0.44066,                   0,                   0,                   0,                 0.5,             0.63063,                   0,                   0,              3.3206
             0.56792,             0.41108,             0.39451,             0.15885,            0.042746,             0.04069,            0.010712,             0.01391,             0.08796,             0.87628,             0.00072,              3.7151,                0.95,             0.10575,             0.04779,             0.28665,              0.6104,                 1.3,             0.78296,                 0.2,              4.9792,                   0,              0.0148,             0.42113,             0.42712,                   0,             0.14239,             0.48367,                   0,                   0,                   0,                 0.5,             0.82003,                   0,                   0,              2.6518
             0.64216,             0.48246,             0.48272,             0.18396,            0.043672,            0.039769,           0.0086726,              0.0146,             0.09755,             0.87337,             0.00061,              3.8027,             0.86873,             0.12444,             0.04966,             0.33297,             0.88095,              1.3407,             0.70119,                 0.2,              5.2256,                   0,             0.01353,             0.42766,             0.42197,                   0,             0.14242,             0.43141,                   0,                   0,                   0,                 0.5,             0.81464,                   0,                   0,              2.9669
             0.63469,             0.49228,             0.51357,             0.21065,            0.050474,            0.046588,            0.010903,             0.01225,             0.08427,             0.80345,             0.00073,               3.944,                0.95,             0.13797,             0.05475,             0.56577,             0.94527,               1.215,               0.881,                 0.2,               7.419,                   0,             0.01215,             0.55319,             0.32837,                   0,             0.13753,             0.34372,                   0,                   0,                   0,                 0.5,             0.64853,                   0,                   0,                2.65
             0.67459,              0.4994,             0.52598,             0.22219,            0.044205,            0.043272,           0.0077485,             0.01449,             0.09769,             0.86753,             0.00065,              4.0868,             0.91937,             0.13568,             0.05169,             0.33367,              0.9036,               1.291,             0.79842,                 0.2,              5.4905,                   0,             0.01556,             0.46462,             0.45171,                   0,             0.14085,             0.44066,                   0,                   0,                   0,                 0.5,             0.96244,                   0,                   0,              3.3708
             0.65577,             0.43715,             0.45036,             0.17983,            0.052997,            0.047067,            0.013547,             0.01449,             0.10029,             0.86753,             0.00058,              4.6632,             0.85983,             0.11781,             0.05836,             0.39259,              1.0485,              1.4372,             0.79842,                 0.2,              5.4268,                   0,             0.01585,             0.46462,             0.44318,                   0,             0.12759,             0.44205,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.5771
             0.71022,             0.42668,             0.49788,              0.1967,            0.047353,            0.039718,            0.008674,             0.01562,             0.10022,             0.84324,             0.00065,              3.9481,             0.90802,             0.14058,             0.05303,             0.30527,             0.97025,              1.2237,             0.77497,                 0.2,              5.5694,                   0,             0.01646,             0.46683,             0.45171,                   0,             0.14085,             0.41256,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3132
             0.70244,             0.44567,              0.4978,             0.20028,            0.052433,            0.048329,            0.009603,             0.01607,             0.12171,             0.86753,             0.00082,              4.9632,             0.64368,             0.08762,              0.0582,              0.3454,             0.85293,              1.3928,             0.79842,                 0.2,              6.4413,                   0,             0.01641,             0.51448,             0.45171,                   0,             0.12449,             0.45692,                   0,                   0,                   0,                 0.5,             0.89051,                   0,                   0,              3.3708
             0.69076,             0.48719,              0.5284,             0.21578,            0.040179,            0.040712,           0.0072075,             0.01498,             0.09602,             0.87603,             0.00063,              3.9479,                0.95,             0.12336,             0.04779,             0.32755,             0.93226,              1.2647,             0.78919,                 0.2,              4.9959,                   0,             0.01159,             0.45599,              0.4135,                   0,             0.14293,             0.46006,                   0,                   0,                   0,                 0.5,             0.92566,                   0,                   0,              2.7141
              0.6653,             0.48259,             0.48906,             0.20016,            0.042732,              0.0597,           0.0070303,             0.01261,             0.10238,             0.87628,             0.00064,              4.2585,                0.95,             0.14181,             0.04779,              0.3158,              0.7987,              1.8408,             0.78915,                 0.2,              5.8653,                   0,             0.01164,             0.50182,             0.44675,                   0,             0.14597,             0.48627,                   0,                   0,                   0,                 0.5,             0.87518,                   0,                   0,              2.3627
             0.60882,             0.47842,             0.48936,             0.19396,            0.041779,            0.033225,           0.0066882,             0.01415,             0.10678,             0.97934,             0.00064,              3.1184,                0.95,             0.11427,             0.04779,             0.35091,             0.90246,                1.16,              0.7011,                 0.2,              4.8186,                   0,             0.01588,             0.42766,             0.29717,                   0,             0.14597,             0.27266,                   0,                   0,                   0,                 0.5,             0.92509,                   0,                   0,              3.6311
             0.63871,             0.46095,             0.49326,             0.19427,            0.045659,            0.049422,           0.0090342,             0.01325,             0.08533,             0.86892,             0.00064,              3.4872,             0.80939,             0.12302,             0.05106,             0.44688,                1.03,              1.6007,             0.79202,                 0.2,              4.7289,                   0,             0.01231,             0.32247,             0.49192,                   0,             0.13854,             0.54047,                   0,                   0,                   0,                 0.5,             0.61615,                   0,                   0,              3.0095
             0.68527,             0.47037,             0.49474,             0.20396,            0.044001,            0.042201,            0.010384,             0.01449,              0.0982,             0.86859,             0.00065,              4.1081,             0.93659,             0.13675,              0.0507,             0.33367,             0.93545,               1.291,             0.80742,                 0.2,              5.3702,                   0,             0.01544,             0.46462,             0.45171,                   0,              0.1395,             0.45488,                   0,                   0,                   0,                 0.5,             0.96528,                   0,                   0,              3.8196
             0.65402,             0.46764,             0.49278,             0.19801,            0.045874,            0.038908,           0.0087299,             0.01627,             0.07003,             0.83572,             0.00065,                   5,                0.95,             0.13352,             0.05169,             0.33367,              0.9036,               1.291,             0.70964,                 0.2,              5.4905,                   0,             0.01798,             0.50981,             0.39658,                   0,             0.14085,             0.44066,                   0,                   0,                   0,                 0.5,             0.96724,                   0,                   0,               3.359
             0.66043,             0.47015,             0.51587,             0.20405,            0.043809,            0.037588,           0.0081054,             0.01605,             0.11887,             0.90339,             0.00062,              4.1877,                0.95,             0.14022,             0.05028,                 0.3,             0.78238,              1.3696,             0.68261,                 0.2,              4.7429,                   0,             0.01322,             0.36035,             0.35084,                   0,              0.1697,             0.44135,                   0,                   0,                   0,                 0.5,             0.79151,                   0,                   0,              3.3024
              0.7241,             0.45737,             0.52534,             0.21697,            0.044113,            0.041958,             0.00797,             0.01449,             0.09912,             0.87348,             0.00063,              4.0868,             0.91937,             0.13568,             0.05129,             0.33367,              0.9036,               1.291,             0.80797,                 0.2,              5.1287,                   0,             0.01556,             0.45146,             0.45171,                   0,             0.13091,             0.42731,                   0,                   0,                   0,                 0.5,             0.99842,                   0,                   0,              3.4512
              0.6141,             0.44767,             0.46728,             0.17761,             0.04172,            0.031471,             0.01162,             0.01341,             0.09758,             0.82252,             0.00047,               4.487,             0.94481,             0.11161,             0.04576,               0.392,             0.72656,              1.2895,              0.5471,                 0.2,              5.1445,                   0,             0.01338,             0.42766,             0.40779,                   0,             0.14597,             0.42617,                   0,                   0,                   0,                 0.5,             0.79989,                   0,                   0,              3.6564
             0.69069,             0.47317,              0.5128,             0.20776,            0.044955,            0.052874,           0.0072057,             0.01449,             0.09144,             0.91665,             0.00069,                   5,             0.91937,             0.17559,             0.05169,             0.40315,             0.62875,              1.3832,             0.95857,                 0.2,              5.4905,                   0,             0.01584,             0.46462,              0.5943,                   0,             0.15517,             0.48362,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.2756
             0.64042,             0.45088,             0.47669,             0.19444,            0.036727,            0.039897,           0.0065829,             0.01406,             0.09666,             0.83919,             0.00064,              3.6835,                0.95,             0.13705,             0.04287,             0.30634,             0.83504,              1.3225,             0.74099,                 0.2,              5.3091,                   0,             0.01499,             0.44476,             0.40779,                   0,             0.15085,             0.44627,                   0,                   0,                   0,                 0.5,             0.90604,                   0,                   0,                   2
             0.68738,             0.46924,             0.51941,             0.21045,             0.03884,             0.03967,           0.0075237,             0.01581,             0.09953,             0.87603,             0.00059,              4.0225,              0.8854,             0.12314,             0.04565,             0.34805,             0.89251,              1.1855,             0.84685,                 0.2,              4.9959,                   0,             0.01159,             0.45599,             0.44026,                   0,             0.15062,             0.41351,                   0,                   0,                   0,                 0.5,             0.91025,                   0,                   0,              2.8215
             0.65833,             0.47534,             0.50902,             0.20156,            0.041814,            0.041387,            0.007245,             0.01467,             0.09871,             0.87521,             0.00064,              4.0123,             0.91626,             0.11777,             0.04779,             0.34013,             0.89217,              1.3236,             0.74501,                 0.2,              5.3783,                   0,             0.01421,             0.43151,             0.39034,                   0,             0.14639,             0.45917,                   0,                   0,                   0,                 0.5,              0.9051,                   0,                   0,              2.7593
             0.63218,             0.47562,             0.47624,             0.19698,            0.056721,            0.032246,            0.010638,             0.01449,             0.09666,             0.86753,             0.00069,              4.4387,                0.95,             0.15219,             0.06728,             0.33367,              0.9036,             0.99329,             0.83617,                 0.2,              4.5144,                   0,              0.0175,             0.53887,             0.45171,                   0,              0.1284,             0.39463,                   0,                   0,                   0,                 0.5,             0.73555,                   0,                   0,              3.3696
             0.65106,             0.43167,             0.45814,             0.19229,            0.046674,            0.040361,             0.01169,             0.01484,             0.10341,             0.84397,             0.00065,              4.0868,             0.86998,             0.11214,             0.05477,             0.27838,             0.77368,               1.175,             0.90482,                 0.2,               4.686,                   0,             0.01556,             0.46462,             0.49679,                   0,             0.13054,             0.36958,                   0,                   0,                   0,                 0.5,             0.96322,                   0,                   0,              3.3708
             0.55529,             0.50419,             0.46011,              0.1744,            0.049261,            0.026518,           0.0082062,             0.01489,             0.09312,             0.89076,             0.00081,              3.9727,             0.85261,             0.13568,              0.0583,             0.29879,             0.86089,              1.0552,             0.69055,                 0.2,              3.9622,                   0,             0.01628,             0.46462,             0.44628,                   0,             0.16785,             0.48392,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.68912,             0.46643,             0.51084,             0.21137,            0.040219,            0.032973,           0.0068314,             0.01342,             0.09039,             0.88588,             0.00062,              3.6333,                0.95,             0.12491,             0.04779,             0.31623,              0.9249,              1.1106,              0.7478,                 0.2,              5.1445,                   0,             0.01396,             0.42443,             0.40725,                   0,             0.14597,             0.50742,                   0,                   0,                   0,                 0.5,             0.85372,                   0,                   0,              2.1394
             0.61389,             0.36685,             0.41806,             0.16617,             0.04445,            0.036584,            0.014678,             0.01449,             0.09912,             0.87238,             0.00066,              4.0939,             0.91937,             0.14257,             0.05129,             0.29583,             0.79006,              1.3002,             0.68535,                 0.2,              5.0721,                   0,             0.01402,             0.45146,             0.50682,                   0,             0.13026,             0.43551,                   0,                   0,                   0,                 0.5,             0.98325,                   0,                   0,              4.0573
             0.62806,             0.46436,             0.45444,              0.1835,            0.046882,            0.046945,            0.011814,             0.01419,             0.09769,              0.8848,             0.00069,              4.0868,              0.8791,             0.13871,             0.05246,             0.32411,              0.9036,              1.4325,             0.79842,                 0.2,              5.5477,                   0,             0.01605,             0.51192,             0.43396,                   0,             0.13456,             0.44066,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                3.65
             0.65277,             0.48639,             0.50928,             0.20025,            0.042099,            0.039749,           0.0070144,              0.0144,             0.09693,             0.88007,             0.00064,              3.9197,             0.93894,             0.12302,             0.04779,             0.33398,             0.87182,              1.3024,             0.74501,                 0.2,              5.1445,                   0,             0.01504,             0.42766,             0.40779,                   0,             0.14827,             0.44431,                   0,                   0,                   0,                 0.5,             0.85429,                   0,                   0,              2.6518
             0.66671,             0.48965,             0.49952,             0.20423,            0.045646,            0.041329,           0.0078289,             0.01448,              0.0966,             0.86753,             0.00066,              4.0974,             0.92171,             0.13472,             0.05049,             0.33367,              0.9036,                1.25,             0.80372,                 0.2,              5.4358,                   0,              0.0154,              0.4591,             0.45171,                   0,             0.14106,             0.43867,                   0,                   0,                   0,                 0.5,             0.95872,                   0,                   0,              3.2272
             0.70748,             0.45982,             0.50386,             0.20691,             0.03908,            0.038107,            0.008509,              0.0137,             0.11618,             0.86332,             0.00067,              3.9312,             0.84877,             0.13501,             0.04482,             0.33367,              0.8583,              1.3004,              0.7122,                 0.2,               5.052,                   0,             0.01316,             0.46365,             0.48508,                   0,             0.16738,             0.42532,                   0,                   0,                   0,                 0.5,             0.96053,                   0,                   0,              3.3708
             0.55062,             0.50686,             0.45286,             0.18283,            0.038079,            0.046247,            0.011133,              0.0169,             0.08312,             0.85769,             0.00058,              4.2106,                0.95,             0.14416,             0.04319,             0.32861,             0.78926,              1.3024,             0.87347,                 0.2,               5.841,                   0,             0.01492,             0.44244,             0.47394,                   0,             0.19226,              0.3063,                   0,                   0,                   0,                 0.5,             0.85372,                   0,                   0,              3.7498
             0.69882,             0.42478,             0.46345,             0.18293,            0.048301,            0.046862,            0.010709,             0.01334,             0.11023,             0.82243,             0.00061,              4.8438,             0.72076,             0.13489,             0.05129,             0.34777,              0.9036,              1.4319,             0.76117,                 0.2,              6.2755,                   0,             0.01556,             0.38319,             0.42127,                   0,             0.11111,             0.44503,                   0,                   0,                   0,                 0.5,             0.99842,                   0,                   0,              2.8136
             0.64535,              0.4815,             0.47729,             0.18396,            0.042156,              0.0411,            0.011328,             0.01607,             0.10294,             0.86298,             0.00047,              3.9053,             0.81389,             0.12185,             0.04779,             0.34158,             0.87182,              1.3024,             0.79661,                 0.2,              4.9304,                   0,             0.01382,             0.36577,             0.40779,                   0,             0.18017,             0.47874,                   0,                   0,                   0,                 0.5,             0.69131,                   0,                   0,              3.5453
             0.66066,             0.47058,             0.47898,             0.19758,            0.040979,            0.040931,           0.0069131,             0.01572,             0.09311,             0.88071,             0.00063,               3.939,                0.95,             0.12596,             0.04888,             0.32202,             0.95185,              1.3018,             0.80373,                 0.2,              5.0944,                   0,              0.0117,             0.45599,             0.42002,                   0,             0.14212,             0.46006,                   0,                   0,                   0,                 0.5,             0.90969,                   0,                   0,              2.3867
              0.6602,             0.47516,             0.48147,             0.20118,            0.041598,            0.037893,           0.0086633,             0.01331,             0.10474,             0.89171,             0.00064,              3.9053,              0.8755,             0.11019,             0.04779,             0.30855,             0.79533,              1.3025,             0.69247,                 0.2,              5.1445,                   0,              0.0164,             0.44392,             0.40192,                   0,             0.13399,             0.48858,                   0,                   0,                   0,                 0.5,             0.88141,                   0,                   0,              2.6518
             0.69201,             0.43951,             0.47823,             0.17715,            0.046532,             0.03033,           0.0095149,             0.01562,             0.09593,             0.83855,             0.00063,              3.9606,             0.85365,             0.13568,             0.05129,             0.31142,              0.7846,              1.0629,             0.68916,                 0.2,              5.1287,                   0,             0.01474,             0.45146,             0.55825,                   0,              0.1319,             0.45097,                   0,                   0,                   0,                 0.5,             0.99842,                   0,                   0,              3.0899
             0.65578,             0.48292,             0.50295,             0.20637,            0.043606,            0.044584,           0.0076371,              0.0146,             0.10477,             0.87628,             0.00076,              3.7043,             0.93107,             0.14084,              0.0493,             0.32766,             0.87182,              1.5749,              0.6515,                 0.2,              5.5447,                   0,             0.01836,             0.28778,             0.40164,                   0,             0.15913,             0.44627,                   0,                   0,                   0,                 0.5,             0.85372,                   0,                   0,              2.9429
             0.66743,             0.48892,             0.51823,             0.20575,            0.044841,            0.044082,           0.0081013,             0.01483,             0.09616,              0.8077,             0.00058,              3.9688,             0.91937,             0.11808,             0.05129,             0.33351,             0.85451,               1.291,             0.87248,                 0.2,              5.3423,                   0,             0.01602,             0.50237,             0.37626,                   0,             0.15953,             0.34694,                   0,                   0,                   0,                 0.5,             0.99842,                   0,                   0,                   2
             0.65835,             0.49831,             0.53856,             0.21248,            0.045224,            0.039607,           0.0070475,             0.01458,             0.09757,             0.92031,             0.00063,              4.0313,             0.91465,             0.11045,             0.05209,             0.33799,             0.83312,              1.2995,             0.74501,                 0.2,              5.1445,                   0,             0.01395,             0.40864,             0.40779,                   0,             0.14597,             0.44627,                   0,                   0,                   0,                 0.5,             0.89723,                   0,                   0,               2.563
             0.62705,             0.49641,             0.47793,             0.19068,            0.046955,            0.042159,           0.0067404,             0.01557,             0.11001,             0.89665,             0.00088,              4.7884,             0.81839,             0.14458,             0.05331,             0.35386,             0.89393,              1.2904,             0.79842,                 0.2,              5.4905,                   0,              0.0162,             0.39006,             0.54306,                   0,             0.15634,             0.36112,                   0,                   0,                   0,                 0.5,             0.95866,                   0,                   0,                   2
